"id","flight_number","date","from_city","airport_out_code","to_city","airport_to_code","scheduled_time_of_departure","actual_time_of_departure","flight_time","landed_time","scheduled_time_of_arrival","aircraft_code","aircraft_model","date_of_load"
167,"EK142","2025-01-03","Madrid ","MAD","Dubai ","DXB","14:25","15:15","6:12","00:28","00:25","A6-EEA","Airbus A380-861","2025-01-10 00:00:00"
168,"EK141","2025-01-03","Dubai ","DXB","Madrid ","MAD","07:25","08:03","7:37","12:39","12:40","A6-EEA","Airbus A380-861","2025-01-10 00:00:00"
171,"EK16","2025-01-08","London ","LGW","Dubai ","DXB","13:35","14:13","6:18","00:31","00:40","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
172,"EK15","2025-01-08","Dubai ","DXB","London ","LGW","07:40","08:23","7:18","11:41","11:40","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
173,"EK18","2025-01-07","Manchester ","MAN","Dubai ","DXB","13:10","15:31","6:29","02:00","00:25","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
174,"EK17","2025-01-07","Dubai ","DXB","Manchester ","MAN","07:10","07:53","7:14","11:07","11:15","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
175,"EK88","2025-01-06","Zurich ","ZRH","Dubai ","DXB","14:35","15:09","5:41","23:50","23:45","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
176,"EK87","2025-01-06","Dubai ","DXB","Zurich ","ZRH","08:25","09:29","6:15","12:44","12:25","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
177,"EK48","2025-01-05","Frankfurt ","FRA","Dubai ","DXB","21:10","22:45","5:29","07:15","06:40","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
178,"EK47","2025-01-05","Dubai ","DXB","Frankfurt ","FRA","15:15","16:02","6:34","19:36","19:20","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
179,"EK762","2025-01-04","Johannesburg ","JNB","Dubai ","DXB","13:25","14:04","7:43","23:47","23:45","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
180,"EK761","2025-01-04","Dubai ","DXB","Johannesburg ","JNB","04:10","04:50","7:43","10:33","10:25","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
181,"EK16","2025-01-03","London ","LGW","Dubai ","DXB","13:35","14:48","6:07","00:56","00:40","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
182,"EK15","2025-01-03","Dubai ","DXB","London ","LGW","07:40","08:24","7:26","11:50","11:40","A6-EEB","Airbus A380-861","2025-01-10 00:00:00"
183,"EK16","2025-01-09","London ","LGW","Dubai ","DXB","13:35","13:52","6:28","00:20","00:40","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
196,"EK366","2025-01-02","Dubai ","DXB","Taipei ","TPE","03:40","04:22","7:05","15:27","15:35","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
210,"EK30","2025-01-02","London ","LHR","Dubai ","DXB","15:50","16:13","6:05","02:17","02:40","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
219,"EK242","2025-01-02","Toronto ","YYZ","Dubai ","DXB","13:55","15:01","11:53","11:54","11:40","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
230,"EK71","2025-01-02","Dubai ","DXB","Paris ","CDG","03:20","04:42","7:13","08:55","08:00","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
185,"EK323","2025-01-08","Seoul ","ICN","Dubai ","DXB","23:40","01:19","9:19","05:38","05:05","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
186,"EK322","2025-01-07","Dubai ","DXB","Seoul ","ICN","03:30","04:14","7:34","16:48","16:50","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
187,"EK373","2025-01-07","Bangkok ","BKK","Dubai ","DXB","20:35","21:08","6:13","00:21","00:50","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
188,"EK372","2025-01-07","Dubai ","DXB","Bangkok ","BKK","09:30","10:39","5:19","18:58","18:40","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
189,"EK343","2025-01-06","Kuala Lumpur ","KUL","Dubai ","DXB","01:25","01:51","6:42","04:34","04:45","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
190,"EK342","2025-01-06","Dubai ","DXB","Kuala Lumpur ","KUL","10:40","11:18","6:31","21:50","21:55","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
191,"EK381","2025-01-05","Hong Kong ","HKG","Dubai ","DXB","00:35","01:25","8:30","05:55","05:40","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
192,"EK380","2025-01-05","Dubai ","DXB","Hong Kong ","HKG","10:40","11:24","6:26","21:50","21:50","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
193,"EK150","2025-01-04","Amsterdam ","AMS","Dubai ","DXB","22:00","23:21","5:30","07:51","07:45","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
194,"EK149","2025-01-04","Dubai ","DXB","Amsterdam ","AMS","15:20","15:55","7:15","20:10","20:00","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
195,"EK367","2025-01-03","Taipei ","TPE","Dubai ","DXB","23:40","23:52","9:25","05:17","05:35","A6-EEC","Airbus A380-861","2025-01-10 00:00:00"
197,"EK380","2025-01-09","Dubai ","DXB","Hong Kong ","HKG","10:40","11:04","6:32","21:36","21:50","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
198,"EK50","2025-01-08","Munich ","MUC","Dubai ","DXB","14:30","15:13","5:22","23:35","23:25","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
199,"EK49","2025-01-08","Dubai ","DXB","Munich ","MUC","08:40","09:23","6:04","12:28","12:30","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
200,"EK72","2025-01-07","Paris ","CDG","Dubai ","DXB","10:00","10:29","6:20","19:48","19:40","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
201,"EK71","2025-01-06","Dubai ","DXB","Paris ","CDG","03:20","04:00","6:49","07:49","08:00","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
202,"EK28","2025-01-06","Glasgow ","GLA","Dubai ","DXB","13:25","13:57","7:08","01:05","00:55","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
203,"EK27","2025-01-06","Dubai ","DXB","Glasgow ","GLA","07:20","07:45","7:37","11:23","11:35","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
204,"EK16","2025-01-05","London ","LGW","Dubai ","DXB","13:35","15:04","6:05","01:09","00:40","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
205,"EK15","2025-01-05","Dubai ","DXB","London ","LGW","07:40","08:21","7:42","12:03","11:40","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
206,"EK353","2025-01-04","Singapore ","SIN","Dubai ","DXB","00:30","01:03","7:10","04:12","04:10","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
207,"EK352","2025-01-04","Dubai ","DXB","Singapore ","SIN","10:15","10:46","6:42","21:28","21:45","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
208,"EK28","2025-01-03","Glasgow ","GLA","Dubai ","DXB","13:25","14:26","6:33","00:59","00:55","A6-EED","Airbus A380-861","2025-01-10 00:00:00"
211,"EK763","2025-01-09","Dubai ","DXB","Johannesburg ","JNB","10:10","10:54","7:42","16:36","16:35","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
212,"EK926","2025-01-08","Cairo ","CAI","Dubai ","DXB","00:50","01:07","2:43","05:50","06:10","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
213,"EK925","2025-01-08","Dubai ","DXB","Cairo ","CAI","20:40","21:08","3:31","22:39","22:55","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
214,"EK87","2025-01-05","Dubai ","DXB","Zurich ","ZRH","08:25","08:56","6:24","12:20","12:25","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
215,"EK373","2025-01-04","Bangkok ","BKK","Dubai ","DXB","20:35","21:20","6:30","00:50","00:50","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
216,"EK372","2025-01-04","Dubai ","DXB","Bangkok ","BKK","09:30","10:26","5:40","19:06","18:40","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
217,"EK92","2025-01-03","Milan ","MXP","Dubai ","DXB","21:35","23:36","5:12","07:48","06:45","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
218,"EK91","2025-01-03","Dubai ","DXB","Milan ","MXP","15:40","16:20","6:40","20:00","19:35","A6-EEF","Airbus A380-861","2025-01-10 00:00:00"
220,"EK434","2025-01-08","Dubai ","DXB","Brisbane ","BNE","10:25","10:58","13:27","06:25","06:30","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
221,"EK232","2025-01-07","Washington ","IAD","Dubai ","DXB","10:30","11:11","12:07","08:18","08:15","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
222,"EK231","2025-01-06","Dubai ","DXB","Washington ","IAD","02:25","02:55","13:52","07:47","08:10","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
223,"EK128","2025-01-06","Vienna ","VIE","Dubai ","DXB","14:55","15:09","5:02","23:11","23:25","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
224,"EK127","2025-01-06","Dubai ","DXB","Vienna ","VIE","08:55","09:54","5:34","12:27","12:25","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
225,"EK804","2025-01-05","Jeddah ","JED","Dubai ","DXB","20:20","20:34","2:19","23:53","00:30","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
226,"EK803","2025-01-05","Dubai ","DXB","Jeddah ","JED","15:45","16:20","2:52","18:11","18:00","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
227,"EK242","2025-01-04","Toronto ","YYZ","Dubai ","DXB","13:55","14:37","11:57","11:34","11:40","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
228,"EK241","2025-01-03","Dubai ","DXB","Toronto ","YYZ","03:30","03:55","13:28","08:23","08:50","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
229,"EK72","2025-01-03","Paris ","CDG","Dubai ","DXB","10:00","12:38","5:50","21:28","19:40","A6-EEG","Airbus A380-861","2025-01-10 00:00:00"
231,"EK904","2025-01-09","Amman ","AMM","Dubai ","DXB","18:30","18:55","2:19","22:14","22:25","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
232,"EK903","2025-01-09","Dubai ","DXB","Amman ","AMM","14:15","14:34","3:09","16:43","16:45","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
233,"EK421","2025-01-08","Perth ","PER","Dubai ","DXB","22:20","22:28","10:31","04:58","05:25","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
234,"EK420","2025-01-07","Dubai ","DXB","Perth ","PER","02:45","03:31","9:57","17:28","17:20","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
235,"EK78","2025-01-07","Nice ","NCE","Dubai ","DXB","14:30","14:51","5:40","23:30","23:35","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
236,"EK77","2025-01-07","Dubai ","DXB","Nice ","NCE","08:20","09:11","6:21","12:33","12:35","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
237,"EK381","2025-01-06","Hong Kong ","HKG","Dubai ","DXB","00:35","01:39","8:49","06:28","05:40","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
238,"EK380","2025-01-06","Dubai ","DXB","Hong Kong ","HKG","10:40","11:15","6:15","21:31","21:50","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
239,"EK353","2025-01-05","Singapore ","SIN","Dubai ","DXB","00:30","00:58","7:05","04:03","04:10","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
240,"EK352","2025-01-05","Dubai ","DXB","Singapore ","SIN","10:15","11:51","6:31","22:22","21:45","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
241,"EK232","2025-01-04","Washington ","IAD","Dubai ","DXB","10:30","10:54","12:18","08:11","08:15","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
242,"EK231","2025-01-03","Dubai ","DXB","Washington ","IAD","02:25","02:55","14:05","08:00","08:10","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
243,"EK804","2025-01-03","Jeddah ","JED","Dubai ","DXB","20:20","20:44","2:13","23:57","00:30","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
244,"EK803","2025-01-03","Dubai ","DXB","Jeddah ","JED","15:45","16:29","2:39","18:08","18:00","A6-EEH","Airbus A380-861","2025-01-10 00:00:00"
1588,"EK9928","2025-01-08","Dubai ","DWC","Hong Kong ","HKG","16:17","16:17","6:29","02:46","02:46","A6-EFN","Boeing 777-F1H","2025-01-10 00:00:00"
255,"EK49","2025-01-03","Dubai ","DXB","Munich ","MUC","08:40","09:27","6:12","12:39","12:30","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
256,"EK48","2025-01-02","Frankfurt ","FRA","Dubai ","DXB","21:10","22:30","5:27","06:58","06:40","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
270,"EK381","2025-01-02","Hong Kong ","HKG","Dubai ","DXB","00:35","01:07","8:35","05:42","05:40","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
281,"EK927","2025-01-03","Dubai ","DXB","Cairo ","CAI","08:10","09:08","3:39","10:47","10:25","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
282,"EK421","2025-01-02","Perth ","PER","Dubai ","DXB","22:20","22:20","10:43","05:03","05:25","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
293,"EK420","2025-01-02","Dubai ","DXB","Perth ","PER","02:45","03:15","10:19","17:34","17:20","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
303,"EK353","2025-01-02","Singapore ","SIN","Dubai ","DXB","00:30","01:00","7:14","04:14","04:10","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
246,"EK353","2025-01-08","Singapore ","SIN","Dubai ","DXB","00:30","01:00","6:57","03:57","04:10","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
247,"EK352","2025-01-08","Dubai ","DXB","Singapore ","SIN","10:15","10:57","6:53","21:50","21:45","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
248,"EK50","2025-01-06","Munich ","MUC","Dubai ","DXB","14:30","14:42","5:36","23:18","23:25","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
249,"EK49","2025-01-06","Dubai ","DXB","Munich ","MUC","08:40","09:10","6:02","12:11","12:30","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
250,"EK52","2025-01-05","Munich ","MUC","Dubai ","DXB","21:25","22:05","5:15","06:20","06:35","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
251,"EK51","2025-01-05","Dubai ","DXB","Munich ","MUC","15:50","16:14","6:15","19:28","19:30","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
252,"EK48","2025-01-04","Frankfurt ","FRA","Dubai ","DXB","21:10","22:52","5:14","07:05","06:40","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
253,"EK47","2025-01-04","Dubai ","DXB","Frankfurt ","FRA","15:15","16:09","6:37","19:46","19:20","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
254,"EK50","2025-01-03","Munich ","MUC","Dubai ","DXB","14:30","15:48","5:00","23:47","23:25","A6-EEI","Airbus A380-861","2025-01-10 00:00:00"
257,"EK29","2025-01-09","Dubai ","DXB","London ","LHR","09:40","10:24","7:07","13:31","13:50","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
258,"EK48","2025-01-08","Frankfurt ","FRA","Dubai ","DXB","21:10","22:35","5:31","07:06","06:40","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
259,"EK47","2025-01-08","Dubai ","DXB","Frankfurt ","FRA","15:15","15:47","6:27","19:14","19:20","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
260,"EK98","2025-01-07","Rome ","FCO","Dubai ","DXB","14:55","15:10","5:13","23:23","23:35","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
261,"EK97","2025-01-07","Dubai ","DXB","Rome ","FCO","08:55","09:39","5:51","12:30","12:40","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
262,"EK48","2025-01-06","Frankfurt ","FRA","Dubai ","DXB","21:10","21:37","5:54","06:31","06:40","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
263,"EK47","2025-01-06","Dubai ","DXB","Frankfurt ","FRA","15:15","15:44","6:19","19:02","19:20","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
264,"EK764","2025-01-05","Johannesburg ","JNB","Dubai ","DXB","18:50","19:35","7:39","05:14","05:05","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
265,"EK763","2025-01-05","Dubai ","DXB","Johannesburg ","JNB","10:10","10:55","7:56","16:51","16:35","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
266,"EK76","2025-01-04","Paris ","CDG","Dubai ","DXB","21:35","23:21","5:40","08:02","07:20","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
267,"EK75","2025-01-04","Dubai ","DXB","Paris ","CDG","14:50","15:34","7:30","20:03","19:30","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
268,"EK30","2025-01-03","London ","LHR","Dubai ","DXB","15:50","16:21","5:57","02:17","02:40","A6-EEJ","Airbus A380-861","2025-01-10 00:00:00"
271,"EK88","2025-01-09","Zurich ","ZRH","Dubai ","DXB","14:35","14:49","5:41","23:29","23:45","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
272,"EK343","2025-01-08","Kuala Lumpur ","KUL","Dubai ","DXB","01:25","01:39","6:40","04:19","04:45","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
273,"EK342","2025-01-08","Dubai ","DXB","Kuala Lumpur ","KUL","10:40","11:19","6:35","21:53","21:55","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
274,"EK150","2025-01-07","Amsterdam ","AMS","Dubai ","DXB","22:00","22:26","5:50","07:16","07:45","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
275,"EK149","2025-01-07","Dubai ","DXB","Amsterdam ","AMS","15:20","15:52","6:33","19:25","20:00","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
276,"EK435","2025-01-06","Brisbane ","BNE","Dubai ","DXB","20:55","21:10","14:03","05:13","05:30","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
277,"EK434","2025-01-05","Dubai ","DXB","Brisbane ","BNE","10:25","11:52","12:52","06:44","06:30","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
278,"EK417","2025-01-04","Sydney ","SYD","Dubai ","DXB","21:10","21:57","13:52","04:49","04:30","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
279,"EK416","2025-01-03","Dubai ","DXB","Sydney ","SYD","21:45","22:38","13:09","18:47","18:35","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
280,"EK928","2025-01-03","Cairo ","CAI","Dubai ","DXB","12:30","12:52","2:36","17:28","17:45","A6-EEK","Airbus A380-861","2025-01-10 00:00:00"
283,"EK232","2025-01-08","Washington ","IAD","Dubai ","DXB","10:30","11:26","12:25","08:51","08:15","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
284,"EK231","2025-01-07","Dubai ","DXB","Washington ","IAD","02:25","03:04","13:58","08:02","08:10","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
285,"EK123","2025-01-07","Dubai ","DXB","Istanbul ","IST","10:15","10:43","4:12","13:54","14:25","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
286,"EK417","2025-01-06","Sydney ","SYD","Dubai ","DXB","21:10","21:13","14:08","04:21","04:30","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
287,"EK416","2025-01-05","Dubai ","DXB","Sydney ","SYD","21:45","22:23","12:57","18:20","18:35","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
288,"EK928","2025-01-05","Cairo ","CAI","Dubai ","DXB","12:30","12:57","2:42","17:39","17:45","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
289,"EK927","2025-01-05","Dubai ","DXB","Cairo ","CAI","08:10","08:49","3:33","10:22","10:25","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
290,"EK188","2025-01-04","Barcelona ","BCN","Dubai ","DXB","20:25","20:48","5:53","05:42","05:55","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
291,"EK185","2025-01-04","Dubai ","DXB","Barcelona ","BCN","08:15","08:54","7:04","12:57","12:50","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
292,"EK421","2025-01-03","Perth ","PER","Dubai ","DXB","22:20","22:26","10:35","05:01","05:25","A6-EEL","Airbus A380-861","2025-01-10 00:00:00"
294,"EK420","2025-01-08","Dubai ","DXB","Perth ","PER","02:45","03:25","10:07","17:33","17:20","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
295,"EK202","2025-01-08","New York ","JFK","Dubai ","DXB","23:00","23:20","11:51","20:11","20:25","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
296,"EK201","2025-01-07","Dubai ","DXB","New York ","JFK","08:30","09:10","13:28","13:38","13:55","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
297,"EK353","2025-01-06","Singapore ","SIN","Dubai ","DXB","00:30","01:03","6:55","03:58","04:10","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
298,"EK352","2025-01-06","Dubai ","DXB","Singapore ","SIN","10:15","11:34","6:56","22:29","21:45","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
299,"EK232","2025-01-05","Washington ","IAD","Dubai ","DXB","10:30","11:38","12:19","08:58","08:15","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
300,"EK231","2025-01-04","Dubai ","DXB","Washington ","IAD","02:25","02:45","14:00","07:45","08:10","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
301,"EK202","2025-01-04","New York ","JFK","Dubai ","DXB","23:00","23:18","11:46","20:04","20:25","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
302,"EK201","2025-01-03","Dubai ","DXB","New York ","JFK","08:30","09:10","13:38","13:48","13:55","A6-EEM","Airbus A380-861","2025-01-10 00:00:00"
304,"EK148","2025-01-08","Amsterdam ","AMS","Dubai ","DXB","14:40","15:27","6:00","00:26","00:15","A6-EEN","Airbus A380-861","2025-01-10 00:00:00"
305,"EK147","2025-01-08","Dubai ","DXB","Amsterdam ","AMS","08:10","09:00","6:48","12:49","12:45","A6-EEN","Airbus A380-861","2025-01-10 00:00:00"
1589,"EK9390","2025-01-08","Madrid ","MAD","Dubai ","DWC","01:20","01:17","6:15","10:32","11:20","A6-EFN","Boeing 777-F1H","2025-01-10 00:00:00"
314,"EK92","2025-01-02","Milan ","MXP","Dubai ","DXB","21:35","22:19","5:17","06:36","06:45","A6-EEN","Airbus A380-861","2025-01-10 00:00:00"
325,"EK416","2025-01-02","Dubai ","DXB","Sydney ","SYD","21:45","22:51","13:34","19:26","18:35","A6-EEO","Airbus A380-861","2025-01-10 00:00:00"
337,"EK127","2025-01-03","Dubai ","DXB","Vienna ","VIE","08:55","09:31","5:44","12:15","12:25","A6-EEP","Airbus A380-861","2025-01-10 00:00:00"
338,"EK323","2025-01-02","Seoul ","ICN","Dubai ","DXB","23:40","23:52","9:54","04:46","05:05","A6-EEP","Airbus A380-861","2025-01-10 00:00:00"
339,"EK24","2025-01-09","Edinburgh ","EDI","Dubai ","DXB","20:40","21:20","6:37","07:56","08:05","A6-EXA","Airbus A350-941","2025-01-10 00:00:00"
1,"EK23","2025-01-09","Dubai ","DXB","Edinburgh ","EDI","14:50","15:13","7:34","18:47","19:05","A6-EXA","Airbus A350-941","2025-01-10 00:00:00"
353,"EK838","2025-01-10","Bahrain ","BAH","Dubai ","DXB","10:00","11:00","0:50","12:51","12:15","A6-EXB","Airbus A350-941","2025-01-10 00:00:00"
354,"EK837","2025-01-10","Dubai ","DXB","Bahrain ","BAH","08:20","09:36","0:51","09:27","08:40","A6-EXB","Airbus A350-941","2025-01-10 00:00:00"
355,"EK854","2025-01-10","Kuwait City ","KWI","Dubai ","DXB","03:40","03:56","1:20","06:16","06:25","A6-EXB","Airbus A350-941","2025-01-10 00:00:00"
356,"EK853","2025-01-09","Dubai ","DXB","Kuwait City ","KWI","01:25","01:55","1:25","02:20","02:15","A6-EXB","Airbus A350-941","2025-01-10 00:00:00"
